id,surv.t,surv.e,x11,x12,x13,x14,x15,x21,x22,x31,x32,x33,x34,z1,z2
16,4.466092237,1,-0.839924714,-0.672714391,-1.257190124,-1.431768584,-1.844507933,0.355626744,1.282120212,-0.709062807,-0.396282835,-0.409970968,-1.191250575,0.080302712,0
17,0.111703769,1,-0.364259249,-0.885434275,-0.394526198,-0.84276318,-0.095243495,-0.46004299,0.285892406,0.301028817,0.852659762,0.874584309,0.589496335,0.298272031,1
18,3.284588471,1,-1.699626651,0.591249405,-1.711661322,-1.022542689,-1.630770189,0.148525853,-1.471989548,-1.078993521,-1.625055828,-0.199955937,-1.050629141,2.557246951,0
19,0.141209894,1,0.45123,0.738259765,0.290110005,1.48470842,0.88676803,0.550722286,0.927846123,-0.310478953,-0.421769426,0.305197112,-0.687128043,0.68284574,1
20,0.001552157,1,1.805619939,1.247494901,0.946804265,1.15028998,1.583421224,0.081155707,1.090604361,-0.516008027,-0.983841523,-0.178022565,-0.137015234,1.543380565,0
21,1.637162977,1,-0.123775714,-0.894550071,-0.622878489,-0.521007315,-0.198582814,1.36437877,-0.637061776,0.693882887,0.895403717,1.185057325,0.383272848,-1.395452429,0
22,1.8821017,1,1.611865471,1.844139408,2.07833252,2.048551507,1.851814015,-0.525352143,-1.405427402,-0.324709938,-0.111984163,0.972937471,0.718866452,1.235455109,1
23,2.926755575,1,-0.253245372,-0.927693509,-1.143562162,-1.202915983,-0.510106603,0.574075665,0.809730192,-0.200903356,-0.043650488,-2.211952542,-0.046848863,-0.454943271,0
24,3.623962884,1,-0.604549677,-1.307265701,-0.57125664,-1.027883698,-1.805491522,-1.047282413,1.241306147,0.230127889,1.730899508,0.533582722,1.765928769,-0.277178014,1
25,0.516976417,0,0.488614965,0.08639102,-0.251585928,-0.337599364,-0.598722718,-0.795472794,-0.084773461,-0.948329688,0.349609785,1.051117252,-1.308601574,0.395452266,1
26,10.46623028,1,-0.952617024,-0.353294805,-0.492985537,-0.994436616,-1.054984959,0.243622918,-0.661875367,-2.391871026,-0.508823919,-0.235321141,-0.5759423,0.219832813,0
27,0.308846821,1,0.945707924,0.293384642,0.835285971,-0.590970271,0.166275091,-1.144601679,0.399061865,-0.767968525,-0.382450654,-0.29045997,-1.135965807,0.767772017,1
28,0.000305635,1,0.988154403,1.908259293,0.32486513,1.342140232,0.441040548,0.513560742,0.360544103,0.289938437,-0.6530228,-0.597003959,0.037749968,0.187793231,1
29,0.701470132,1,-0.278463046,-0.386568697,0.970329872,-0.184553138,0.201440686,-0.780311134,-0.810888538,-0.561078572,-0.827274432,-0.263892746,0.320770326,-1.956016988,1
30,7.782573815,0,-0.251493295,-0.757639759,0.005795255,-0.506498902,0.949161781,-0.163298709,-0.906048927,-1.295710945,0.076087547,-0.074364976,0.98434905,-0.22214144,1
31,0.442108299,1,0.442030884,0.20936116,-0.179004803,0.886778328,1.132914843,0.980641233,0.869732348,-1.545701808,-1.01774069,-1.033969867,-1.259445889,1.566586966,0
32,0.961770752,1,-0.005631784,-0.565297261,1.015627058,0.80599931,0.555067843,-1.046835465,-1.262656982,1.864978566,0.566888476,0.808312358,0.178184816,-0.395570856,0
33,5.149097827,1,-2.159497875,-1.456830961,-1.637481947,-2.049253312,-0.165599634,1.293928616,-0.832522666,0.653521445,1.180671084,-0.072399505,1.590459937,2.009161961,0
34,0.212034166,1,-1.16425956,-0.475455896,0.222766999,-0.267365887,-0.869730383,1.033318142,-0.662593909,0.655207735,1.082072206,1.096372082,1.541215672,0.49290143,1
35,1.680046856,1,-0.506847045,-0.400250526,-0.039995043,-1.11088612,-0.509354459,0.639515674,0.064221293,1.01985944,1.762385467,1.752621755,1.095470005,-1.598767962,1
36,1.798622859,1,-1.159792715,-0.555325367,-0.969453974,-0.516110729,-0.25617736,-1.662840868,-0.859592504,-0.461673141,-0.210921867,0.770667931,-0.765449888,1.029307151,1
37,0.242339861,1,-0.219158144,-0.20226578,0.224039284,0.590608051,-0.224054522,-0.877527489,0.026456161,1.391569428,2.300026506,1.062273696,-0.37754944,0.880700187,1
38,0.119523518,0,0.952567242,0.290039462,1.173150891,0.854256654,-0.407642221,0.41988293,-0.084262715,0.079432866,-0.226961788,-0.420824217,-0.266545332,-1.256159896,0
39,0.17983022,1,-0.406908489,-0.039808037,-0.722200721,0.10858032,-0.612624938,-0.841663756,-0.657019308,0.824831282,0.070127364,0.271187224,1.484574763,1.030471837,0
40,2.149795778,1,-0.806588194,0.393390104,-1.39898543,0.397221046,-0.475419309,-0.196933143,0.737687705,0.318382318,1.216439321,0.107350785,1.001646081,-1.025588941,0
41,1.590589806,0,0.150354306,1.475877994,1.247638056,1.501442854,0.964106139,-1.899939922,-2.010027126,1.174798263,0.370149717,-0.370283584,0.362999434,-2.436678351,0
42,1.333433985,1,1.441610271,0.931134289,1.285974072,0.301407754,1.115386251,-1.32758448,-0.257001216,-0.818787017,-0.107116353,-1.882176794,-1.341305738,-2.464614303,0
43,0.848567251,1,-0.529961532,0.27386774,-0.270044128,-0.51027864,-0.686452456,0.332730036,-1.125596215,-0.855744335,-1.339660034,-0.761330483,-0.130877008,-0.273554965,0
44,0.055398966,1,0.698938042,0.134227968,-0.094522083,0.675959327,-0.207090015,-0.426235344,-0.097287911,1.301838996,1.787454464,0.332331276,1.875702511,2.377786493,0
45,0.95240553,1,-0.90448272,-0.34992258,-0.325491487,-0.503623679,-0.987429753,0.487763429,0.625641286,0.575395045,0.512019463,0.413939987,1.000505718,-0.894086884,0
46,9.955172322,1,-1.292117923,-0.56126666,-1.126159351,-1.217630133,-1.161100473,0.351556177,-0.667594585,-0.51339793,-1.165668641,0.487889824,-0.916545407,-0.138953094,0
47,0.038030103,1,0.338080303,-0.272442646,-0.460691476,-0.50405325,-0.134524851,-0.872887754,1.695785896,0.599609214,-0.140243534,1.948390551,1.683825428,1.066757758,0
48,4.585599057,1,0.048988614,0.432836195,1.286795669,1.131261492,0.999906233,0.347050973,-2.577656097,-0.179805189,0.419344802,1.892384152,-0.628260562,0.577346359,0
49,0.234099192,1,0.133283854,-0.402609807,0.412825834,0.854827789,0.398101504,0.732898015,0.656153978,1.265968685,2.479372315,1.235337173,0.248385143,-0.323969615,0
50,3.896129173,0,-0.760489397,-1.181897434,-0.96744037,-0.976581114,-1.135191605,-0.984785356,-2.446234863,0.247651944,0.256143991,1.197020171,0.1469476,-1.117265347,0
51,0.013394003,1,-0.584383384,0.524813474,0.35499229,1.000844885,-0.468664683,1.075252525,1.939086418,0.568611876,1.890787267,-0.036293403,0.569047913,0.993130595,0
52,0.850199725,1,-0.880735333,-1.058765121,-0.989207348,-1.344226784,-1.621004853,1.68387181,1.326391937,-0.646740609,-0.503076581,-0.052412834,-0.114460185,-0.556432731,0
53,2.007799926,1,-1.477425037,-1.117930668,0.067913175,-0.261761137,-0.640449807,-0.794265786,0.933449258,1.493693269,0.748289335,-0.812361474,0.789683668,-0.552174179,1
54,0.029187455,1,0.11197272,0.098622448,0.312520804,-0.788463444,-0.264012453,1.158265129,-0.279403714,0.443863539,0.702675976,1.572903821,0.43652717,1.975327236,1
55,3.401128356,1,0.258017793,0.65094505,-0.035582693,0.110176766,-0.0964671,-0.002347417,-1.585130391,-1.110681145,-2.206634694,-1.006917752,-1.810470739,0.625234926,0
56,0.087934098,1,0.558921294,1.566950596,0.514297659,1.024115035,0.270355191,0.615945053,-0.980789928,2.253033845,0.579407878,0.771742845,0.422705871,-1.853028928,0
57,0.383054013,0,0.12298088,-0.317487623,-0.235719456,0.640151021,0.108216456,0.702681901,-0.726713695,0.616314255,1.059787414,1.766781987,-0.025833403,-0.36370461,0
58,0.006162205,1,0.667001652,0.883133465,0.52251875,0.684016182,0.186978183,1.720234694,0.997264747,-0.02217729,-0.579074701,-1.025125601,-0.379972035,1.006360391,0
59,1.667723918,1,-1.162825029,-0.992155928,-0.947742468,-0.427800361,-1.448420695,0.035317856,1.156137912,0.014923604,1.465832417,0.634852425,0.063649354,-0.0711974,1
60,1.551256855,0,-1.569846803,-0.689163292,0.052361839,-0.137033129,-0.42309969,-0.2366607,-1.460565254,-0.153061391,-0.450867542,0.06771522,-0.911980683,-0.348567741,1
61,0.524926855,1,-0.57483407,-0.353049703,-0.089257765,-0.025263422,-0.443430227,0.507798157,1.177772563,-0.087983362,-0.396192525,-0.543265785,-1.378709193,1.319062122,1
62,4.315787149,0,-1.867456686,-2.136638571,-1.733621735,-1.92494835,-1.955502759,-0.733370929,-0.023568322,-1.093751673,-1.83893797,-1.050914365,-2.568405289,-1.347396244,1
63,0.026104243,1,2.657932585,1.928631563,2.564680764,2.177431909,2.538456999,0.169451454,-0.046083437,-1.390678042,-0.620535135,-0.787782759,0.042464265,-0.084002491,0
64,3.641216304,1,-0.392166752,-1.275506532,-0.228084446,-0.383538091,-0.066060568,-0.16953774,1.556941804,0.656270198,1.049606385,0.921424274,0.17810004,-1.299962698,1
65,2.064151941,0,-0.562820597,-0.045790665,0.171105137,-0.23100743,0.003880398,-2.089406657,-1.065102898,-0.672594585,0.553873444,-0.469109674,0.250943174,-0.860538487,0
66,1.471296067,1,-1.111231722,-0.72674774,0.112916374,-0.080724969,-1.153032096,-0.702197089,-0.04956446,-0.989741374,-0.632660572,0.934100884,1.490399971,0.045100454,0
67,1.614464238,1,0.874691292,0.743224166,0.108141762,1.456976243,0.029976626,-0.205863975,-1.620693009,0.638927935,0.776766326,-0.243682499,0.881330054,0.777114106,0
68,0.444112656,1,0.46239173,0.431403676,0.009592013,-0.16511415,0.557626141,-1.023344096,0.081312219,1.249276591,1.159993534,0.561220851,1.005945817,0.076150629,1
69,1.59423552,0,-0.342367754,-1.083852125,0.047877924,-0.948314165,-1.521045518,0.365901405,-0.338083734,-0.391132944,-1.025303968,-0.19604835,-1.718575344,-0.817382134,1
70,6.435887033,1,0.834371907,0.875432186,0.766039065,0.527976157,1.103311874,-0.022216113,-0.35548097,-0.819513898,-0.821955854,-1.868630036,-0.001467694,-0.842555295,0
71,5.087821996,0,-2.208793994,-1.869430709,-2.65205556,-1.683161609,-2.056713842,0.521376735,0.428540679,1.71040003,1.048654611,1.744731216,0.047406208,-1.602249163,0
72,0.062672819,1,0.335904905,0.909235046,1.242395224,0.158252056,0.616166025,0.326847671,1.168389564,1.106300558,-0.011086903,1.007042087,0.780321528,-0.257250022,1
73,0.111260527,1,0.543193925,1.255998551,0.702902136,1.489404504,0.766458551,0.31727619,0.318723418,-0.982656502,-0.658957478,-1.112172391,-0.592700895,0.925975716,1
74,0.298233774,1,0.07418026,0.550580008,0.566681212,-0.253525426,0.179391293,0.16156395,-0.58829349,0.410970057,-0.849567712,0.155621084,0.104025981,-0.57306301,0
75,2.79800246,0,-0.371060575,-2.728041442,-0.708155684,0.018001325,-1.613753584,0.310927407,0.173649108,-1.095600016,-1.006348416,-0.477110476,-1.657913032,0.310669046,0
76,0.543364511,1,-0.05387121,-0.184374845,-0.380785577,-0.398750874,-0.166592716,1.066323895,-2.476998649,0.52719674,-1.830480583,-0.458343987,-0.038368569,0.481726808,0
77,0.354171149,0,-0.671702229,-1.451351919,-0.215966392,-1.217100904,-0.823540637,0.148189894,-0.082006758,-0.642963781,-0.575894279,0.776046689,-0.727951397,0.756596145,0
78,0.470740833,1,-0.620585829,-0.836669173,-1.238853449,-0.405196974,-1.150315294,-1.836536237,-0.909778696,-1.016890415,-0.206544404,-0.972851941,-0.858272647,0.008654741,1
79,0.981895692,1,-1.356127502,-0.256657073,-0.81489481,-0.309062143,0.220956685,0.184807382,1.012119631,1.013054513,0.886705817,1.237609124,1.073880222,-0.568576058,0
80,3.259895678,0,0.086336484,-0.520035914,-0.87540702,-0.388760888,-0.557862473,0.44977221,-1.243461336,-0.716039011,1.652983882,-0.810295698,1.26726749,1.151309078,0
81,3.6431632,0,0.304535014,-0.558492346,-0.303677369,-0.013028073,0.318104668,-0.682429885,-1.22200025,0.188286426,1.019665065,0.430134374,0.442352173,-1.23719442,0
82,0.004477988,1,1.018803297,1.438476276,0.136398655,0.787174428,0.233928561,-1.507425311,1.381483281,2.06633599,1.654548788,1.559579658,1.86087982,1.414525294,1
83,0.384321972,1,-0.591391158,0.330832888,-0.104229563,-0.028355589,0.288000556,0.744330418,-0.228074655,-0.867547393,-1.346280843,-0.323262035,0.124103875,1.063541215,1
84,8.545468745,1,-0.221782788,-1.060443608,-0.322031715,0.503408049,0.048379432,0.921697035,0.666030576,-1.053852596,-0.212450872,-1.60457661,-0.22775402,0.114019517,1
85,0.561288892,1,-0.36659918,-2.106233412,-0.728888475,-1.368488321,-1.001555168,-0.53807328,-1.773478203,0.748193154,-1.577014165,0.785207456,-0.615883342,-0.200770921,0
86,0.028641373,1,1.017011837,0.862028453,0.622105248,0.445485301,0.266855082,0.376123676,0.044327077,0.847878558,0.037001934,1.60935738,-0.550638156,0.292967971,1
87,0.00013212,1,1.392451635,0.752925188,1.133807502,0.223804892,-0.039022704,0.395093925,2.742112608,0.45827746,0.294298536,1.203067118,-1.251096487,-0.701114854,1
88,0.960773091,1,-1.439957149,-2.216985903,-0.472243059,-1.92020392,-1.863213109,-0.374662602,-0.868779346,0.430344166,0.419544239,0.921064855,0.023498784,-0.76463357,0
89,0.031764862,1,0.474104471,0.201970107,0.549361617,0.181640567,1.030893115,-0.484296159,1.411150489,1.52872688,-0.472503035,0.189008053,-0.709915679,1.653010534,0
90,0.312698206,1,0.639657717,0.816254831,-0.301042796,0.167574918,0.408321206,-0.551157462,-0.199455979,-1.49773946,-1.132195171,-1.644139449,-1.55626445,-0.34493417,0
91,0.200937146,0,-0.513562016,1.325523918,-0.528015855,0.076614992,0.31828091,-2.662302067,-0.9157305,1.464826995,-0.356954466,0.568816703,0.870267008,-0.955209466,0
92,0.4410013,1,-1.127290652,-0.897442127,-0.273016702,-0.472174172,-0.393707045,-0.054139299,0.08437918,-0.862070421,-1.165965922,-0.245769228,-0.109390205,0.196293896,1
93,0.317409555,0,-1.602794135,-1.667481312,-1.602291076,-2.202967805,-0.768102654,-0.620073216,0.063861702,-0.833559332,-0.274547904,-1.727241753,-0.629242187,-1.220195967,0
94,0.459051683,1,-0.355264646,-0.808024608,-0.556285815,-0.545789322,-0.716324693,-0.083803794,-0.403239016,1.808399949,-0.66946153,-0.274795722,-0.750835928,1.464219027,0
95,0.027325607,1,0.679522106,1.053366434,2.143799482,0.981818458,1.679735121,0.242393275,-0.386467316,0.693701523,1.405790089,2.06424623,1.536811691,0.823670604,0
96,0.023156791,1,1.690787912,0.381589444,2.383985839,1.943543694,1.756647652,-0.257394072,0.330254123,0.340686247,1.985729891,-0.200553538,0.501630072,-0.26601364,0
97,2.892648512,0,0.195522624,-0.398896193,-0.08315756,1.157477474,0.569476804,-2.054061497,-1.479401542,0.625946705,-0.114682783,-0.516541076,0.268511376,-1.567425181,1
98,1.968328766,1,0.288171464,0.445659322,0.176877092,0.057239435,-0.102302382,-2.396734738,0.937708135,-0.216857942,-0.320700586,-0.850979209,0.208003587,1.027826782,0
99,4.13896997,1,-0.980555217,-0.807968561,-0.696028517,-1.325630925,-1.557284132,-1.475563874,-0.687436288,-0.055094151,-1.741719143,-0.72479132,-0.176222461,-0.901094568,1
100,0.101305539,1,0.465020142,0.695436789,0.960939758,-0.032952259,0.206938577,-1.013681,0.918552663,0.617032675,0.12990835,-0.017719687,-0.300502004,-1.638348516,0
101,0.036701064,1,0.579014234,1.123888109,1.45148148,0.302051659,0.594363112,-0.022948621,0.623618233,0.433125949,0.472526737,0.684460502,-0.038806351,-0.257240243,0
102,1.097322046,0,-1.032482648,-1.280253637,-0.673881546,-0.362199748,-0.333360059,0.054374882,-0.617144579,-1.023194655,-0.921451669,-0.060219105,-0.484265627,0.392474387,0
103,0.00551216,1,0.824078271,1.622822857,0.761210904,0.206691298,0.888990119,0.613424615,1.647347984,-1.105323229,-0.889429276,-0.162158367,0.04096911,-0.717701921,1
104,2.145917042,1,-0.274163858,-0.369553087,-1.44486439,-0.179141574,0.279850548,-0.467186287,-1.078882334,1.071632863,-0.382199914,0.887424002,0.670269292,-0.06328664,1
105,0.029565633,1,0.568884754,1.052830164,1.57737464,1.200792241,0.825029824,0.424899278,-0.674243481,0.556262273,0.487988296,1.001028981,1.045995919,0.952377213,0
106,0.019174512,1,0.898544242,0.562989001,0.14066552,0.539441657,-0.169538525,0.93803488,0.826123425,-0.589116705,-1.061981361,-0.638659077,-0.638248016,2.497405061,0
107,0.003119701,1,0.915044654,1.025946556,1.969624625,1.322123689,0.902967811,0.750280889,2.868919898,0.049746399,-0.317662172,0.09718461,1.550381921,-0.739984284,1
108,0.03687197,0,-1.221605249,0.522167617,-0.456514844,-0.464035402,-0.569918442,0.880016604,1.06723448,-1.133400053,-0.585791907,-1.010766562,-1.024597358,1.290296712,0
109,0.174549988,1,0.848649728,0.83772959,1.817068496,1.967217481,1.564139476,-0.18467515,-0.764078418,0.004799488,1.643102083,2.148334232,2.089939995,0.823563331,0
110,0.462295772,0,-1.242234511,-0.988701453,-0.933106124,-2.000961934,-1.916020645,-0.984610374,-0.239593354,0.691302654,1.132659436,0.398907397,0.469785,-0.118087325,0
111,9.461794441,1,-0.447491451,0.343831839,0.219772895,0.121909852,-0.617933795,-0.089165742,0.516616446,-0.455636643,0.873383458,0.242775951,1.07677893,-0.737671248,0
112,0.070811941,1,1.049268809,0.310088501,1.901969172,0.474680945,1.498405048,-0.018806538,-1.381821814,1.821213888,1.2829735,0.551016231,1.317931074,0.103147374,1
113,1.643204291,1,1.387735574,1.470577213,0.606478228,1.106216526,1.003898229,-1.624641343,-0.468475191,0.090479832,-0.251525643,0.188331179,-0.249352177,0.638943326,0
114,0.256400012,1,0.716489622,0.637890042,0.724454663,1.071000644,1.661739792,-0.090822859,0.68755185,0.592664587,-0.154323907,0.214983891,0.072738985,-1.736612854,1
115,0.200988462,1,-0.846120102,0.794438378,-0.100670517,0.008788888,-0.01716632,0.103075879,-0.665637327,0.219107178,-1.782337981,-0.248463518,-0.43657853,0.62067659,0
116,1.088271262,1,-1.492414664,-0.558693108,-0.008559733,-0.472569628,-0.799953582,-1.325358953,-1.274865653,0.41635522,1.536701303,-0.44549809,0.318506698,0.818208294,1
117,0.132561951,1,1.230431732,0.328930267,1.114730277,0.839166166,1.654855327,1.268347017,-1.31284421,-0.692615398,-0.771208549,-1.82530588,-0.109117661,0.962496795,1
118,1.593927476,0,-1.606327582,-1.672109197,-0.339938663,-1.668251814,-1.371792327,-1.788330462,-0.680243962,-0.580137801,-1.096976369,-0.871021569,-1.574218311,0.321021452,0
119,5.308282697,0,1.478947714,0.840738,1.381429762,0.936143525,1.193738657,0.486940687,-2.347007586,-0.85112951,-0.516574655,-1.153097089,-1.684345761,-0.331262795,0
120,0.652075411,1,1.129492418,1.114429432,1.368579977,1.165980535,1.23379641,-0.741401446,-0.646528536,1.310790169,1.112615657,-1.059231204,0.254393644,1.093725989,1
121,0.03403737,1,0.58208954,0.977287661,-0.586943034,0.571942106,0.267139783,0.456399465,-0.299368593,0.780546488,3.007404185,0.525045508,1.772620645,0.155980107,1
122,0.173362405,1,-1.464899761,-0.505456336,0.408712276,-0.152258332,-0.148940599,0.48172452,0.169381796,-0.267347056,-1.067370637,-0.260405169,-1.610286329,0.597673021,1
123,0.308520098,1,-0.341728403,0.563026247,-0.373919919,-0.235194912,-0.839730866,-0.965299884,1.106277165,-0.217845219,-0.697490841,0.019218405,0.678560604,1.545094973,1
124,0.084348415,1,0.890210135,0.440548249,0.820987695,-0.109644218,-0.250794275,0.724884074,0.887345894,-0.736882775,1.08095393,1.589190205,-0.30628564,1.446423205,0
125,0.047929295,1,-0.040375653,-0.449661179,-0.531553336,0.043940123,0.153502478,1.004623256,0.210944165,0.56064379,0.802603313,1.119478859,-0.372700748,0.760139912,1
126,0.210938933,0,-1.107900162,-0.462267814,-1.743071143,-2.059669636,-0.511891711,0.698308359,-0.307807037,-1.483507487,-0.503806409,-1.695799392,-0.55707934,-1.685027364,1
127,12.21217892,0,-0.031957171,0.60307918,1.021298284,0.302834753,0.331228793,-1.343308643,-0.023712821,-0.951500336,-0.627393211,-1.613519932,-0.537852631,-1.295650421,1
128,0.003745654,1,0.682597949,-0.175061945,-0.121609795,-0.707002905,-0.587558766,0.810015188,1.571029368,-0.403148414,-0.565020197,-0.932326825,0.040969972,1.095917605,1
129,1.007851879,1,0.27019388,1.52755527,0.951655269,0.826846811,1.227851023,-0.79903052,0.120883031,0.198190652,0.491733116,-0.050546184,0.796412876,-0.907894543,0
130,0.118423381,1,-0.472164363,-0.148376026,-1.510856639,-1.021518373,-0.483641061,0.29862386,1.494633517,-0.014470158,0.127508003,-0.446338922,0.346733009,-0.23897484,0
131,14.81419835,1,-0.472040865,-0.410235412,0.0140075,0.124909439,0.665150942,-1.721826565,-3.120428137,0.962745885,0.965650558,0.387150535,1.445656465,0.399827409,0
132,0.046588616,1,0.744356447,0.177406459,0.144875659,-0.732083135,0.50399321,-0.294236129,-0.607165967,1.302352206,-0.16666504,0.772556237,-0.956602999,0.546717583,0
133,0.067676118,1,0.027336337,-0.819448496,-0.316052745,-0.031596739,-0.736283803,-0.254738498,1.186190458,-1.57263521,-1.545876467,-0.308545399,-1.894924359,1.07084702,0
134,0.114545467,1,0.766837261,0.215087655,-0.324455702,0.076866653,-0.084229707,-0.587966675,0.618157984,0.295493205,0.395865185,0.311818678,-0.626350637,1.996426198,1
135,0.245951406,1,-0.638527163,-0.15032799,-0.439399604,-0.302570001,-0.295657588,0.596083823,0.870644296,1.829810223,1.788370087,0.948605875,0.610226004,0.319320325,0
136,15.61156592,1,-1.063164736,-1.432957571,-0.469611012,-1.164843355,-1.886359765,-1.039204388,0.670518828,-0.759929148,0.533453546,0.889128875,0.202769064,-0.99406082,1
137,12.72917782,1,-1.140200708,-0.893103502,-0.293439548,0.274739718,-0.672279485,1.644987462,-0.019821107,-0.656170167,-0.031054569,-0.744382327,-1.125889889,-2.416267234,0
138,11.0361532,1,0.982778483,1.987588194,1.329934254,1.601582219,0.4228582,-1.549202705,-0.732481149,-0.668282163,1.395508194,-0.290032207,-0.643413206,1.075937252,0
139,0.19495555,1,0.134003588,1.004186876,1.689597844,0.926217256,-0.29569689,0.837586603,-0.809757946,-0.39517355,-0.231140601,0.428607844,0.256502587,0.654633745,0
140,0.072503505,0,-0.2213748,1.037727346,-0.185972784,0.458135628,0.059972058,-0.663344219,0.866324404,0.651250053,0.93705426,0.393349369,0.145993677,-0.984334798,1
141,0.015143277,1,0.750496701,1.793129794,0.695161895,0.717961779,1.165020376,-0.037867225,0.654802871,1.13203692,0.484723138,1.025194773,0.647400046,0.750829069,0
142,6.788719593,1,-2.091067932,-1.56943127,-1.874069165,-1.447550085,-1.128811473,1.658843072,2.354685281,1.053283655,0.125771183,1.992267525,0.438541891,0.491079338,1
143,2.287769003,1,-0.859700669,-1.549227872,-1.753770596,-0.490018928,-1.934829726,-1.39066761,-1.624602557,-0.12734631,0.851507322,0.313786658,1.986565094,-0.574456998,0
144,0.054264732,1,1.197251467,0.815084505,-0.078592114,0.141419258,0.387632737,0.971066016,-0.660254525,-1.555772884,-1.811299355,-0.15946095,-1.420415972,2.360736746,0
145,0.025989284,1,-0.620053924,0.720936477,1.250905919,-0.013141245,1.490231233,1.749768961,1.511343177,-0.904612534,-0.148489332,-0.696965024,-0.406410797,1.080490158,1
146,0.166603727,1,0.082946626,0.351266692,0.32873577,-0.968752554,-1.23275263,-0.475723969,0.764097432,2.061854854,0.429864675,1.957940706,-0.694442896,-0.324610568,0
147,5.777845178,0,-2.770076168,-2.503011914,-2.035813737,-2.656066058,-2.826242432,2.125610227,1.267837437,0.198316526,-0.183665622,0.159025282,0.328095189,-0.625558519,0
148,0.161736176,1,0.548327686,0.447744183,-0.002336944,0.450010218,0.604069881,0.391263542,0.176128511,-1.608196641,0.016283421,-0.698915178,0.096114471,0.919975761,0
149,1.110888612,1,0.484765196,0.22794144,1.190774117,0.578688756,0.298959069,-1.206805773,-0.299510717,0.017876878,1.443214926,-1.622105808,0.581008882,1.005808389,1
150,1.171744406,1,0.866792286,0.475260532,0.567363248,0.82613872,1.287258341,-0.534073045,-0.853111209,1.154715398,1.525548712,1.902470689,1.910631936,0.253125249,1
151,0.24473022,1,-0.224028159,-0.282250611,-0.067583453,-0.95635361,-0.478374041,0.04014286,1.328261551,-0.277391753,0.469069103,-0.094952484,0.487934994,-1.18780025,0
152,1.696599436,1,1.41354701,0.474598923,1.93363098,0.443618244,1.474504141,-0.642578599,1.152021023,-1.028427096,-0.311966037,-2.023572466,-0.999573193,-0.717851757,1
153,0.310422791,1,0.84129343,0.550586884,0.018266529,0.902552389,0.609037923,0.674548286,-1.760228654,0.718425228,0.861979266,0.420271847,-0.17309574,0.911190395,1
154,0.008601486,1,0.273190711,-0.081191701,-0.182870256,-0.404887285,0.149963162,2.044863956,0.903254338,1.572671713,0.070792651,0.900856713,0.283526388,0.946360725,1
