id,y,x11,x12,x13,x14,x15,x21,x22,x31,x32,x33,x34,z1,z2
27,0.612046128,-0.578560592,-0.783643723,1.242480112,-0.088839837,-0.801258704,0.345355671,-0.233378829,0.161509986,-0.375281589,-1.180516942,-1.073103639,0.149117917,0
28,0.141265788,-0.582945954,0.077245961,-0.86505013,-0.475121698,-0.097372208,-0.274073588,0.407724095,-0.056818461,-0.797494978,-1.067272105,-0.322636509,-1.756194167,0
29,-0.393435369,-0.953615625,-0.620007712,-1.257751671,-0.524379055,-1.388374962,0.49211761,-0.656965857,-1.24393693,-0.317637883,-0.070346775,0.030540141,0.973420008,0
30,1.928887534,1.548578464,0.849346786,0.390199389,0.795444388,0.366276717,-0.322674426,0.166932558,-0.237176447,-1.37313343,-0.182727551,-1.226645315,-2.094632848,1
31,-0.217803898,-0.819890781,-0.677501241,-0.943732892,-1.384626449,0.354580084,1.004815118,0.545171902,-1.229092955,-1.228248062,-0.947231517,-0.101882076,0.692245371,1
32,-0.352789778,1.028611237,0.894954719,0.091239362,1.323154356,0.746414038,-1.149743873,-0.500165416,-1.007165959,-1.560576543,-0.843175345,0.405811119,-1.219974947,1
33,0.144443802,0.64177492,0.982498416,1.2039491,0.553322234,0.480741296,-0.972402568,0.075898068,1.120026322,-0.020045026,-1.695279016,-0.606391868,-0.588548712,0
34,-1.653493283,-0.838632716,0.072406915,-0.13889222,-0.014075728,-0.107903938,-1.833766036,-0.135484629,-0.785884131,-0.411966524,-0.95453027,-0.182690338,0.886107194,0
35,3.466077503,-0.541255383,0.542539679,0.089508948,-0.261465724,-0.424902923,1.318968615,0.955895271,-1.251684697,-1.006965639,-1.642850845,0.025105294,1.650981341,0
36,1.169933782,-0.498395347,-0.377635336,-0.829965179,0.1998224,-1.326100634,1.180728325,-0.311282489,-0.557835157,-0.759795919,-0.876942571,-1.34094948,0.271508123,0
37,2.101044402,-0.075048987,-0.746435476,0.005580784,-0.162780077,0.354426463,0.443259796,0.577682915,1.528700861,0.56417512,-0.37581649,-0.082597436,-1.62465974,1
38,-0.798718572,-1.020323432,-0.889152865,-1.005066024,-1.292489764,-1.294062476,-0.058099599,-0.480679407,0.685001067,1.076694752,1.07507376,-0.67273766,0.191342291,0
39,3.069262326,0.279301836,1.059044406,1.12221367,0.62622699,0.996161313,0.784400402,0.87089327,0.146798233,0.043545326,0.208364329,0.048359519,-0.25853484,1
40,2.685298549,1.078407813,0.221035532,-0.724582619,-0.269367091,0.363112015,0.115162351,-0.32351424,-0.427299029,-0.17012194,-0.791218385,-0.406776576,0.182288096,0
41,3.122218262,1.165850921,0.866966964,1.347625366,0.658204862,0.598404974,0.275520478,0.429062963,-0.039417055,-0.4962935,-1.251180557,-0.624695851,0.031889165,0
42,0.604173482,-1.133006531,-0.513782686,-0.500808407,-0.483956625,-0.72204438,-1.297944816,2.608749267,0.361990692,0.356010212,0.839946041,0.160594634,0.037271579,0
43,-5.251532297,-0.097193411,-0.28561919,0.430554368,-0.180483657,0.939232047,-2.116709645,-1.459919368,-1.163967086,0.095738143,-0.223315664,-0.21948194,-1.79878518,0
44,4.903251481,1.028782952,0.495876687,0.502828355,-0.315318507,0.146941439,0.367569873,-0.05788241,1.494401941,2.601151087,2.59739894,2.028108464,1.647907992,0
45,0.740512127,0.973899908,0.877737214,1.328440106,1.417352278,-0.650973378,0.459017156,-0.645575993,-0.742829326,-0.267756331,-1.147243096,-0.171223595,-1.163786519,1
46,-3.375554238,-1.686817601,-2.131654482,-1.240234163,-1.072781652,-0.200443968,-0.000568824,0.536915036,-2.437896157,-1.608001987,-0.861030138,-2.114020612,1.116332215,1
47,-0.491361283,-1.809242552,-1.372160483,-1.921986568,-1.715972554,-2.868113,-2.305544136,0.185212474,1.833087467,0.120076495,0.900962492,1.606934264,-1.001232777,0
48,1.803839922,0.958366968,0.59011044,0.490016802,0.026694424,0.486634256,0.423044351,-0.64897455,-0.19060729,0.075452741,0.216010495,0.394674211,-0.715175557,1
49,3.237091944,0.293847536,0.715760432,0.47855652,0.760071929,0.587785007,1.71314232,-0.670642066,-0.057916756,0.899993473,0.115586677,1.811568212,0.667260063,1
50,5.559809736,0.961457224,2.016960741,2.06476776,2.299196176,1.619372954,0.293335473,0.981576959,0.332480324,0.352240306,1.14777942,0.694406229,0.244421463,0
51,1.102563115,0.440873068,0.148546005,-0.192772057,0.673679509,1.17063508,0.495776194,-0.985327384,-0.056308115,0.355564084,0.158824084,0.583942731,0.266306148,1
52,0.975246616,-0.769153506,0.26445579,0.607676616,-0.182380158,-0.50606364,-0.195094662,-1.204089388,-0.177756587,0.050530928,-1.442492018,-1.960643914,-0.361868912,0
53,2.661250778,0.201936751,-0.147881128,-0.508648058,-0.686799484,-0.108926461,1.559978543,0.338717561,0.787323603,-0.66335647,-0.238933126,-1.132518852,-0.566165293,1
54,-0.595856466,1.104021075,0.321434911,0.104928031,0.298630944,1.276115213,-0.959160802,-1.225353457,1.471974654,0.256938678,-0.815047644,0.590899825,-0.90447295,1
55,2.121900561,-0.010597682,-0.22949837,0.063085209,0.347855553,0.129336479,0.316892208,0.677989255,-0.433231381,0.716712473,-1.451785142,1.172920387,0.796813596,0
56,0.408092773,2.482462301,1.9506049,2.337485059,2.599953406,1.114262064,0.432147836,-2.288853147,-1.693153115,-1.044499725,-1.096601847,-1.639955527,0.117508812,1
57,5.252469294,2.154128571,2.499372313,0.946855131,1.714774776,1.988922157,0.898084799,-0.968339239,0.887904754,0.231563485,0.322036796,-1.030993479,-1.463800755,0
58,0.484223457,-0.989582995,-1.716907363,-0.451008856,-1.095102351,-1.214483777,-0.07255195,-0.016572338,0.434167089,0.082617187,0.706721046,1.467131133,-1.329984377,1
59,2.174249085,1.205302617,2.558053056,2.33307497,1.810480664,1.275764838,-0.652409228,0.482335092,-1.198747812,-1.756807591,-1.390093984,-0.863713333,0.579308061,0
60,0.609349435,-0.427234157,-0.540479145,0.432851154,0.3840559,-0.349222482,0.04212718,-0.045620624,0.418220349,1.362914316,0.16495272,-0.118536207,-1.56182753,0
61,-1.782827047,-0.110554135,0.909625415,0.533446844,0.546718022,1.643054339,-0.642789935,0.021339027,-1.407326584,-0.584242674,-0.712071604,-0.398076709,0.134867545,0
62,1.451180223,-0.292827551,0.193712587,0.780230865,0.564532708,0.606908721,0.456570855,-0.735483264,-0.990733261,-1.188605483,-0.908375638,-0.277826544,0.930012352,0
63,-0.744918098,-0.759913982,0.203676759,-0.313941226,-0.526548844,0.421366056,-0.021445543,0.294574113,-2.59834542,-1.011738634,-1.393763175,-0.745149825,0.972547999,0
64,-0.199057073,-0.302536249,-0.543118909,-0.135134294,-0.450986389,-0.168720502,2.256126274,0.70654017,-1.43702313,-0.852126823,-0.803584064,0.394682834,-1.968913872,0
65,1.600021178,1.719299845,1.0321939,1.319060139,1.29587859,2.130642772,-0.588410197,0.102056045,-0.182794844,1.378570665,-0.045858247,0.144221826,0.821366763,1
66,-4.340300957,-2.042015662,-2.280306664,-1.943459713,-1.704630589,-1.432762191,-0.659079221,1.797216876,-0.05957321,1.747464843,0.096113127,1.47771436,0.2488586,1
67,2.231704775,-1.140997557,-1.906313706,-0.968172325,-0.536573903,0.069269047,-2.051327889,-0.270277049,1.441771784,0.450898707,0.82333484,0.889747622,0.841865001,1
68,2.466526204,0.2150059,0.118632182,0.683616659,0.478534551,0.561161678,0.947870347,0.947004796,1.041065827,1.989514936,0.384033746,1.626909391,0.270115275,0
69,-0.034853796,-1.341537814,-1.449251983,0.461355401,-0.296470273,-0.883695574,1.084808581,2.051999265,1.309609244,1.431741915,0.641691666,1.098906358,-0.944095348,1
70,0.696938106,-0.9602908,-1.002366081,0.408242849,-1.541876386,-0.542107969,-0.663145841,-0.908261991,0.415044277,0.31511766,0.424277788,-0.119424263,0.895573111,0
71,-1.894922015,-0.834868368,-0.435384467,-0.826428385,-0.709712982,-0.508125948,0.074582237,1.323399535,-2.066889665,-1.741046444,-1.403273537,-1.620595135,1.347520886,0
72,-2.692075522,0.165922251,1.931758027,0.628705655,-0.455456544,0.704811356,-1.621405263,-0.317271525,-2.13727113,-0.695700685,-1.215222029,-0.719806696,0.355804937,0
73,-1.94358507,-0.818512517,-0.300681559,-1.550664843,-0.59381194,0.154367488,-1.367444,0.215177972,-1.195637753,0.178091828,-0.403990287,-0.542057053,-0.639659502,1
74,0.768791626,0.022907635,0.490672839,-0.208649861,-0.053150497,-1.191552652,0.856645171,-0.149112389,0.281657043,0.562768364,0.916091049,-0.872963504,-1.278468342,0
75,1.01773095,-0.495792532,-0.341279316,-0.509849474,-0.41287575,-0.315416826,0.202820402,-0.505663878,0.174137628,-0.047131316,-1.218170958,-2.136804641,-0.230961251,1
76,2.483716357,-1.267344164,-0.125647229,0.026933385,-0.033488762,0.706941745,0.193593144,0.636315662,2.273857025,-0.561886234,0.520018109,-0.09223659,0.830051215,1
77,-1.420086244,-1.111792839,-1.189893685,-0.058566839,-1.04995372,-1.87915249,-0.526585224,0.604089968,-0.609142981,0.826077463,-1.697771136,-0.610767175,0.299103558,0
78,1.41385239,-0.985311116,-0.019691729,-0.53424579,-0.953425214,0.226138378,-0.831017025,0.362636055,0.322355708,0.360167208,-0.459726332,-1.110997349,0.329376165,0
79,-3.274710224,-2.863808204,-2.147641135,-2.408156127,-2.424118783,-2.558630952,-0.030765996,0.819073271,-1.577460451,-0.805708933,0.716464757,-0.575728591,0.338100713,0
80,-2.738457613,-2.551487832,-1.664969207,-2.316089985,-1.994302486,-2.27780225,0.032508504,1.661070064,0.831294023,1.098163406,0.202720549,0.594090423,-0.213320688,0
81,9.240625582,1.600619048,1.443385453,1.786337902,0.425250072,1.995839591,-0.666509039,1.423994079,2.440794602,-0.390786047,0.504459543,1.113312615,0.380827837,1
82,2.70371488,0.726831255,0.850536701,0.76099852,-0.24928007,1.037360349,-0.081093006,0.852497189,-0.271665047,0.199633285,1.035989404,-0.241582416,-0.361237068,0
83,-3.07223479,-1.045930769,-1.957555627,-0.818133782,-0.850138204,-2.111931993,1.075821418,0.178265641,-1.848420984,0.195227828,0.111697014,-0.317810956,0.197169965,0
84,0.588200743,-0.606753681,-0.156702347,-0.98164731,0.16976631,-0.643701782,-2.080334513,1.156526548,0.712928693,1.870010057,0.20937894,-0.016376396,1.388899056,0
85,-2.94155295,1.021629422,1.406123136,1.306393341,1.194569189,1.455875731,-3.49954874,-0.57232758,-0.389490561,0.394644364,-0.151104074,1.056091206,1.155418754,1
86,2.933272904,-0.018381043,-0.098047421,-0.028509271,-0.862728868,0.748736112,0.863508517,0.456632243,1.43386842,0.604408135,1.825600989,1.39858186,-0.389512269,1
87,1.584285065,-0.391719248,-0.78753315,-1.280835793,-0.373909413,-1.325613152,0.512635226,1.827794826,0.361800615,0.001018931,0.300126041,0.517190519,0.482338368,0
88,2.016366126,0.857534191,1.700019622,-0.641732679,0.906679209,0.879824733,-0.000598255,-0.947457738,-0.154582209,0.816420426,1.082986498,1.776865618,1.70053385,1
89,0.70327883,-1.479258918,-0.388819614,-1.025368721,-0.632377029,-1.106622622,1.282903523,2.113492204,2.052828138,-0.242246218,-0.239494886,0.660379316,-1.940397758,0
90,0.929629307,-0.855802225,-1.252777225,-0.248243462,-0.995109103,-0.652794357,1.368107116,1.198541038,-1.156264851,-2.386181903,-0.772013865,-1.021717485,1.049575243,1
91,-1.190208813,1.082685932,2.345765721,1.615387564,1.102900464,1.627498428,-0.256086625,-1.172155481,-0.861773987,-1.505305397,-0.374619146,-1.520657229,-1.949529017,1
92,0.96014788,-0.122095461,-0.066980756,1.049733956,-0.266675447,-0.048886531,0.194361411,0.178176954,-0.155638186,0.386560059,-1.259237482,0.127433358,-0.352095812,1
93,-0.066213061,-0.479562543,0.494640569,-0.628049166,0.071964858,-0.665858498,-1.21797433,-0.153895293,-0.477906329,-0.994939297,-0.820746188,-1.526594354,0.866409805,0
94,4.539688327,2.101487824,2.330914108,1.413177954,1.630321705,2.123540746,0.543125344,-1.331617593,1.589643648,0.66629073,0.12647045,1.031312418,-0.132826519,1
95,-0.864771118,-0.770113709,-0.160557595,-0.770781357,-0.512262691,-0.810046343,1.430324557,1.211805344,-1.086418395,-0.53859611,-2.12531774,-2.918671753,-1.892228613,0
96,4.243707367,0.94183225,1.691287015,0.791996441,1.308175031,1.570179644,0.668587661,-0.564912215,0.045676692,-1.356784425,-1.171651682,-0.338185445,1.000515757,1
97,-1.298450997,0.575068094,0.31340995,1.142116618,0.760349257,1.355734653,-1.024753689,-0.129849575,-0.834098954,0.868305663,0.162503612,0.811418977,0.370321023,0
98,-1.393138043,-2.12510575,-1.887001363,-1.537326856,-1.948104599,-1.312929195,-0.535059646,0.058821155,-0.417260718,-1.509822337,-1.181011851,-2.9066059,1.379493531,1
99,1.688098549,-0.091013399,0.435488863,0.932074623,1.001487782,-0.388547017,-0.061080507,-0.202623132,0.747804341,0.479463711,0.646079633,1.426599135,-0.153720511,0
100,0.163019816,-0.404811341,-0.506711284,0.360343516,0.214619379,-0.541010678,-0.319688216,-0.599011839,0.732510377,1.741478467,0.984572611,0.28918592,0.767557957,1
101,3.233632226,1.216774181,0.582407633,1.827073438,1.50649661,1.370020412,0.009118584,-0.195522539,1.466384163,-0.315539093,0.423320651,0.796085714,-0.254937143,0
102,9.466114869,0.768208589,1.390883978,2.069790264,2.072763955,0.83785491,1.081013369,2.179220073,1.656699147,0.666270366,0.952230263,1.973455298,0.52753933,0
103,0.182197451,-0.647982924,-0.102668414,-1.07352943,-0.207599293,-0.864493815,-0.951054497,-0.525341438,0.150603452,0.747977746,0.463281867,-0.583004376,-0.954399548,0
104,1.605541868,1.34569377,0.312172354,0.790237159,-0.782916402,-0.588707875,-0.402545905,-0.800418511,0.011161212,-0.729827389,-0.677285527,-0.865261255,0.883141114,0
105,0.083833492,-1.51723765,-0.858719629,-0.572927088,-0.204402246,-0.654624049,0.151761032,0.700171838,0.107292985,-0.721179194,0.005351453,0.5262596,0.719240973,1
106,5.941973615,0.508239124,0.53306627,1.741938051,0.581620885,0.15729871,1.522603432,0.928184364,1.479296249,2.421661513,2.113578687,1.93061689,0.34110858,0
107,6.018606835,1.08170583,2.221401151,1.661570263,0.686813084,0.729694096,0.961429394,-0.133695,-0.134888187,-0.692748953,-0.014475959,0.499564612,0.912025686,0
108,0.720375617,1.330191898,0.304996639,-0.027345502,0.635426759,-0.398260101,-0.8310966,0.419362713,-0.599316287,-0.800585209,-0.505597578,-0.121513443,-0.335739317,1
109,3.119583636,-0.098215389,0.147254541,0.999175608,0.185141207,0.568585844,-0.07232764,0.039172534,0.838642193,0.078524063,0.785812693,0.879358869,1.211078019,0
110,0.240158139,-1.50450204,-0.280106932,-0.605569765,-1.589205527,-0.221183345,0.044091514,-0.268489462,0.21313459,-0.527375397,-1.104611307,-0.055209387,-0.956973138,1
111,2.301171039,-0.539399001,0.263673706,-0.313418616,0.876054709,0.277224329,-1.73269047,-0.836122843,0.530327164,-0.168585478,2.172383192,0.78794921,0.438765877,1
112,1.780083481,-0.390526028,0.258623235,1.080822887,0.547610786,0.126466423,0.369457881,1.151262777,0.749289877,0.176932756,-1.033389458,2.075610861,-1.947357239,0
113,4.955110616,1.925283473,1.200326258,1.897421922,1.439081729,1.772387694,0.792521146,0.614054272,-0.702907285,0.124873846,0.510179536,-0.534149961,-1.443354999,1
114,2.898717213,1.31247484,0.99247362,1.64136027,0.982063271,-0.365841511,0.171170618,0.2019977,-0.662030494,-0.429892019,0.028365112,-1.157934879,1.669764609,1
115,0.555578524,-0.418479522,-0.882364845,-2.054975717,-0.984281178,-1.462531301,-0.223977319,-1.567043002,0.942063347,1.360287592,0.606813588,2.518566996,2.017114023,1
116,-1.613522171,1.453084648,2.302844108,1.458983316,1.036645685,1.821122803,-1.1730935,-1.223975976,-1.529644062,-0.365791234,0.064551892,-1.430474514,0.920087368,0
117,7.973820536,1.070695303,0.960223221,1.030253417,2.152810359,0.6370408,1.767043854,1.219220074,0.799821845,0.245285313,1.460813008,0.728683416,1.465415366,0
118,-2.778183211,-0.589497216,-0.649047241,-1.33073957,-0.546919863,-0.278057959,0.159634729,0.337557006,-0.869168976,-1.773350733,-2.845852327,-2.715576055,-0.923051285,0
119,-2.009112906,-0.728337195,-0.712450925,-0.830049452,-0.018168917,0.188640939,0.338907116,1.296601868,-1.710368717,-0.869599079,-0.647538803,-2.104770953,-1.132215058,0
120,0.352801686,0.524027674,1.184909731,-0.007932815,-0.620776976,1.047681527,-0.744841674,0.933065188,-1.246350684,-0.585333409,-0.751642455,-0.785302337,-0.477711134,0
121,-3.051576966,-1.047776748,-1.497644357,-1.453990272,-0.358458394,-1.22930957,-0.86996489,-0.922080849,-1.332501981,-2.355810655,-1.724585589,-0.738260019,0.184733432,1
122,-3.546713231,-0.521355016,0.588525874,0.775667241,0.416934945,1.393448099,-1.253907697,-1.130959251,-0.779352308,-0.746234596,-0.721562985,-0.959983662,-0.189991677,1
123,-0.25756036,-0.029925677,-0.737611865,-0.555539945,0.3124582,0.091385642,-0.050150528,-0.05790301,0.504455914,-0.793429859,0.038275327,0.005434511,0.263871124,0
124,3.006856384,0.403035158,-0.70314258,0.689244222,-0.544360846,-0.460643882,0.168829292,-0.048741598,0.704810968,0.221086789,1.748738541,0.89162559,1.85761233,0
125,-0.698243565,-0.372071663,-0.787988613,-0.049625553,0.2146195,-0.073279102,0.713019717,1.060136892,-1.79427537,-0.178734007,-1.191526197,-0.288429595,-1.374979014,0
126,-1.598952171,-0.871022641,-1.086627225,-0.696218347,-0.882210325,-1.721725896,1.283600306,-0.737179939,-0.037382126,0.920560594,0.462804753,0.15115313,-2.407948679,0
127,3.232699579,1.145064818,1.816735221,2.048628016,1.415138018,1.324547334,-0.677611438,0.300388807,0.018254695,0.557559777,0.406528648,2.401689333,0.052305608,1
128,5.775663325,1.005598467,1.538846686,1.051258674,1.380320262,1.846965478,0.680934551,0.205289548,0.676773383,0.470631716,1.196288217,1.110941845,-0.964805791,1
129,5.367442649,0.51839261,0.909063353,0.408775367,0.542342671,1.687352834,1.940197252,2.212325294,-0.978757002,1.614345117,0.193666802,0.789402454,-0.632143282,0
130,-0.182070652,-0.449259586,-0.800033325,0.098375623,-0.720259494,-1.039750066,-0.065366527,0.057812086,0.121001823,-0.125215076,0.055531021,-0.512868474,-0.624089031,0
131,-1.633922187,0.490893184,-0.447261705,0.272675085,0.086248516,0.693769356,-0.890352465,0.115041363,-1.798682867,-0.72871406,-1.403283232,-0.301233651,-0.592475753,1
132,0.76817171,-1.144805987,-1.051306154,-0.470715763,-1.821348625,-1.374821812,-1.550869603,-0.824202226,-0.286198124,1.018739076,0.682694537,-0.110095402,0.31534939,1
133,2.132587395,0.088431292,-0.594868887,0.205750339,-0.215532575,0.278345538,-1.195875538,1.186756572,-0.21907781,-0.642183727,0.469933419,-0.304086912,0.176557946,1
134,0.692597235,0.540426113,0.331609502,1.060560729,1.745761326,0.370411787,0.11984671,-0.370686065,0.449640165,0.690915523,-0.755756815,-1.696252928,-1.723303972,1
135,-2.213993933,-1.756649666,-0.474401107,-1.95629062,-0.462953972,-1.367676555,-1.806695148,0.03057727,-0.670290168,-0.732801355,1.352448382,2.129864044,-1.315125378,1
136,2.493979605,0.259203521,-0.163249154,-0.890146689,-0.719048463,-0.000391294,-0.655280261,0.374674712,2.140557835,0.106803236,0.201403993,-0.304958616,1.875265535,0
137,4.673152825,0.534334823,0.573463759,-0.001999152,0.596694111,1.018632287,2.665432537,0.181783678,-0.573573188,-0.099551785,0.378592021,-0.784326647,-1.596499304,0
138,4.623416853,0.501103569,-0.941620877,0.758446543,-0.27370064,0.813919312,-0.00052216,1.34339568,0.440980275,-1.789088193,-2.107948543,-0.883263413,1.198076002,0
139,-0.449803876,-0.57340949,-0.583834713,-1.356773453,-0.294570854,-0.066160607,0.106071096,0.161616571,-0.21248554,-0.001055283,0.144901093,-1.051385898,-1.686765702,0
140,1.900381778,0.730407197,-0.069319693,0.104082552,0.37349793,-1.004421952,-0.200963438,-0.903865404,-0.571513373,1.230263019,-0.740165402,-0.389444282,0.89088932,1
141,3.718745039,0.569156927,0.076003703,0.962910598,0.848019436,0.52337329,-0.696190167,0.19942491,1.521801879,0.874096561,1.338954554,-0.291138083,0.141042128,1
142,2.558241247,0.090974298,-1.147251752,-1.282878007,-0.617431927,-0.340084173,0.466901285,-1.389893509,1.67798013,0.659462975,1.595584556,0.65794651,0.338028838,0
143,1.441724218,0.017863814,0.366661759,0.290366499,0.208923461,0.496497101,-0.607309092,0.111441741,0.448796398,0.553067064,-0.25526816,0.382963946,0.27014132,1
144,-0.038312305,-0.442532482,-1.320025155,-0.317207833,0.21972579,-1.25039455,-0.36989718,0.808733124,-0.638931597,-0.66484304,0.614954517,0.474903504,0.474645816,1
145,-2.649914075,-2.289512754,-2.34031093,-2.162685787,-2.563559665,-1.451498007,0.71579375,0.193869006,0.629015375,-1.116706051,-1.699628372,0.41936474,-0.416203284,1
146,0.617940928,2.267275739,1.998535432,1.786108644,1.479190857,2.124340882,-0.881645031,-0.772107366,-0.39064796,-1.358803162,-1.19277889,-0.99146708,0.154840327,1
147,2.216384012,-0.662214703,0.045239262,0.152350278,-0.382446331,0.121412211,-1.698988359,0.096222339,0.966008927,-1.080156793,0.420391385,-0.146273036,0.958802212,0
148,0.704071003,-1.016170832,-1.257781119,-0.858123629,-1.507006045,-1.161235338,0.040372622,0.34381574,-0.135866997,0.691378212,0.355614219,-1.187352455,1.377592963,0
149,-1.913088239,1.21404184,0.622500213,0.547896423,1.054240616,1.227875828,-1.036709691,-1.794989878,-1.358573023,0.779584902,0.265241688,-0.588141122,-0.511868242,1
150,0.720139711,0.028410948,0.51182427,0.139934452,0.27876386,-0.540691354,-0.880545314,-0.478603845,0.258563267,0.45736446,0.018491996,0.387865995,-0.229747257,1
151,-0.041836015,1.295160202,0.393797469,0.788140052,1.341843639,0.875506069,-0.482740347,-0.349290329,-1.407457691,-0.375381538,-0.659601456,0.297141718,-0.761339308,1
152,-1.269931823,-0.36974987,-0.390726103,0.001749123,-1.499569589,-0.648276051,-0.970616915,1.049509713,-0.916714667,-0.9739836,-0.633620014,-0.763039793,-0.89417785,1
153,-0.507120268,-0.24464733,-1.847343723,-1.393581813,-0.418578899,-0.714204557,-1.101778644,0.413739145,-0.167262927,-0.82077401,-0.154333626,-1.149473835,1.364085063,1
154,-0.76691862,1.142332859,0.957172211,1.004983437,1.208453571,1.412224249,-2.374301849,-0.99638593,1.166988526,0.125722979,0.435652464,0.456195892,-0.935997317,1
155,0.899458987,0.661952093,1.475728344,1.175375146,0.446603084,0.975924379,0.106079309,-0.720131291,-1.662188602,0.718786667,0.622652613,-0.164443872,0.390234478,1
156,-1.439910385,-1.091443522,0.033254672,-0.228888061,-0.906862643,-1.162804846,-0.925047133,-1.400100785,0.433878624,1.518801683,0.047475925,0.190436664,-1.018738234,1
157,1.867373455,1.350611946,0.95424849,1.07766686,0.745425401,1.442507875,-0.568161054,-0.124274347,1.392945352,0.756154169,-0.583827611,-2.047518318,0.630497591,0
